,Number of Students,Latitude,Longitude,geometry
90049,2,34.08,-118.49,"POLYGON ((-118.520654 34.118862, -118.518473 34.120934, -118.51684 34.121671, -118.516463 34.122708, -118.517541 34.126212, -118.518817 34.12719, -118.518977 34.129031, -118.51848 34.128944, -118.513001 34.129031, -118.510409 34.130626, -118.508522 34.131122, -118.50686 34.12929099999999, -118.503767 34.127695, -118.503017 34.129382, -118.501304 34.129036, -118.496447 34.130608, -118.49562 34.129991, -118.493009 34.131006, -118.490411 34.131181, -118.489002 34.130138, -118.484759 34.129933, -118.482879 34.130623, -118.480521 34.129853, -118.475791 34.130617, -118.476892 34.128945, -118.479219 34.128533, -118.478062 34.126269, -118.475744 34.12634, -118.479292 34.122976, -118.482631 34.118382, -118.48283 34.111285, -118.478018 34.104284, -118.477788 34.102227, -118.479014 34.098352, -118.478713 34.097331, -118.476899 34.096562, -118.477753 34.09824, -118.46471 34.094957, -118.464698 34.091929, -118.462262 34.089726, -118.460447 34.084385, -118.460749 34.082726, -118.459977 34.081124, -118.457142 34.080507, -118.456242 34.079504, -118.455652 34.077199, -118.454658 34.076543, -118.455491 34.07585, -118.455924 34.074765, -118.454996 34.070319, -118.457898 34.069106, -118.456648 34.06763, -118.454681 34.066799, -118.4544 34.065597, -118.449929 34.060527, -118.454211 34.05848, -118.456217 34.056983, -118.460451 34.058833, -118.464402 34.05833, -118.468257 34.062513, -118.467953 34.06091, -118.459221 34.050785, -118.470308 34.041804, -118.473077 34.044171, -118.474465 34.044279, -118.477283 34.046699, -118.479015 34.045687, -118.483766 34.04143, -118.487053 34.044224, -118.486946 34.044702, -118.487682 34.045732, -118.489376 34.046635, -118.489624 34.046418, -118.494476 34.050433, -118.494905 34.05021, -118.496873 34.04807, -118.496229 34.050223, -118.49987 34.051556, -118.499837 34.053025, -118.498566 34.054701, -118.496064 34.056627, -118.495264 34.062169, -118.496606 34.064071, -118.498509 34.064533, -118.501053 34.066679, -118.502849 34.067435, -118.504805 34.06691199999999, -118.504187 34.066151, -118.50531 34.064287, -118.504764 34.065503, -118.508211 34.069043, -118.511265 34.071473, -118.512761 34.072282, -118.509692 34.074239, -118.509945 34.075139, -118.510492 34.076605, -118.512157 34.078742, -118.512355 34.080045, -118.514177 34.081918, -118.516033 34.082535, -118.517583 34.08691, -118.51889 34.088637, -118.518732 34.089604, -118.519371 34.09309, -118.519309 34.097942, -118.521157 34.101357, -118.52144 34.104451, -118.520486 34.111734, -118.521442 34.117313, -118.520654 34.118862))"
90301,1,33.95,-118.36,"POLYGON ((-118.378834 33.95748, -118.376855 33.960816, -118.371295 33.963345, -118.369894 33.963804, -118.364253 33.966031, -118.358601 33.966013, -118.355499 33.965249, -118.353668 33.965606, -118.352341 33.966245, -118.349911 33.968781, -118.34405 33.97116, -118.343928 33.952713, -118.343915 33.945968, -118.352524 33.945453, -118.359075 33.945436, -118.361323 33.946404, -118.366634 33.94646, -118.366558 33.945424, -118.370037 33.94542, -118.370057 33.952672, -118.378843 33.952647, -118.378834 33.95748))"
90302,2,33.97,-118.35,"MULTIPOLYGON (((-118.371496 33.967991, -118.37034 33.967993, -118.37009 33.968457, -118.370231 33.979929, -118.370341 33.981636, -118.358544 33.981667, -118.335186 33.981758, -118.33521 33.974447, -118.337589 33.97431, -118.34405 33.97116, -118.349911 33.968781, -118.352341 33.966245, -118.353668 33.965606, -118.355499 33.965249, -118.358601 33.966013, -118.364253 33.966031, -118.369894 33.963804, -118.370842 33.96682, -118.371496 33.967991)), ((-118.37583 33.982965, -118.371805 33.98205799999999, -118.371802 33.979847, -118.374464 33.97971, -118.376771 33.982657, -118.37583 33.982965)))"
90056,6,33.98,-118.37,"POLYGON ((-118.385651 33.978563, -118.384505 33.978469, -118.378647 33.98899, -118.379203 33.996427, -118.376961 33.998043, -118.374446 33.997681, -118.369448 33.998072, -118.366907 33.998576, -118.362846 33.997898, -118.359663 33.996802, -118.357888 33.997112, -118.358549 33.995621, -118.358898 33.993244, -118.358256 33.988567, -118.357254 33.985619, -118.358462 33.983042, -118.358544 33.981667, -118.370341 33.981636, -118.370231 33.979929, -118.3703 33.978664, -118.371782 33.977319, -118.371807 33.978048, -118.381638 33.976424, -118.386404 33.97709, -118.385651 33.978563), (-118.376771 33.982657, -118.374464 33.97971, -118.371802 33.979847, -118.371805 33.98205799999999, -118.37583 33.982965, -118.376771 33.982657))"
90057,5,34.06,-118.27,"POLYGON ((-118.28436 34.072782, -118.284036 34.072629, -118.279463 34.070648, -118.278988 34.071389, -118.277174 34.070598, -118.277646 34.069861, -118.266594 34.065005, -118.26843 34.062051, -118.267932 34.060871, -118.270822 34.058357, -118.275461 34.05188, -118.284238 34.055845, -118.2842 34.059946, -118.282294 34.062865, -118.284302 34.063715, -118.284334 34.068528, -118.28436 34.072782))"
90059,1,33.92,-118.24,"POLYGON ((-118.265186 33.92310000000001, -118.265158 33.938348, -118.265158 33.939292, -118.26082 33.93927499999999, -118.256533 33.938755, -118.254156 33.939249, -118.254167 33.938272, -118.246961 33.938337, -118.243742 33.937853, -118.243172 33.941171, -118.242777 33.938717, -118.239024 33.937895, -118.239021 33.938911, -118.228753 33.938874, -118.229213 33.937331, -118.226772 33.937096, -118.225119 33.929715, -118.225581 33.929389, -118.230324 33.929001, -118.228805 33.922685, -118.228632 33.92197, -118.23377 33.922601, -118.236073 33.924628, -118.235389 33.923304, -118.238968 33.923313, -118.239069 33.920854, -118.242905 33.920402, -118.246195 33.920379, -118.246685 33.919353, -118.250505 33.919536, -118.249896 33.917312, -118.254341 33.917321, -118.254528 33.905603, -118.254208 33.904481, -118.256458 33.904472, -118.256468 33.906351, -118.259653 33.906351, -118.259672 33.902526, -118.262304 33.902415, -118.263149 33.902376, -118.263144 33.905538, -118.264714 33.905523, -118.265276 33.911532, -118.265186 33.92310000000001))"
90061,2,33.92,-118.27,"POLYGON ((-118.286956 33.929762, -118.282593 33.929776, -118.282591 33.935622, -118.284804 33.93561, -118.284803 33.937348, -118.282591 33.93736, -118.282594 33.939181, -118.28053 33.939189, -118.2798 33.938268, -118.278338 33.938276, -118.27834 33.939199, -118.273869 33.938796, -118.26606 33.938799, -118.265158 33.938348, -118.265186 33.92310000000001, -118.265276 33.911532, -118.264714 33.905523, -118.263144 33.905538, -118.263149 33.902376, -118.266643 33.901949, -118.282254 33.9019, -118.282748 33.901893, -118.282708 33.916422, -118.283035 33.920782, -118.282578 33.923719, -118.284786 33.923711, -118.284796 33.927349, -118.280789 33.92736, -118.280567 33.928499, -118.286957 33.928529, -118.286956 33.929762))"
90062,5,34.0,-118.3,"POLYGON ((-118.31761 34.01427, -118.317642 34.014591, -118.317087 34.01459, -118.31709 34.017254, -118.313255 34.018255, -118.300165 34.018177, -118.300173 34.010866, -118.300551 34.010852, -118.300758 34.003698, -118.30018 34.003697, -118.300193 33.989109, -118.304565 33.989118, -118.304431 33.98971, -118.308934 33.989719, -118.317131 33.989102, -118.31712 33.995036, -118.317569 33.997743, -118.317402 33.999837, -118.317112 33.999967, -118.317112 34.000053, -118.317619 34.00369, -118.317107 34.003692, -118.317069 34.010832, -118.317727 34.010827, -118.31761 34.01427))"
90063,1,34.04,-118.18,"POLYGON ((-118.206036 34.034909, -118.204739 34.034775, -118.203403 34.03688, -118.202278 34.036379, -118.201266 34.037993, -118.20337 34.038932, -118.200403 34.043551, -118.197766 34.044095, -118.199555 34.044896, -118.196444 34.049824, -118.195188 34.05297, -118.192564 34.054762, -118.192625 34.061762, -118.192638 34.063153, -118.186107 34.062523, -118.18503 34.061757, -118.181303 34.061754, -118.179064 34.062236, -118.178214 34.061396, -118.174256 34.061347, -118.173396 34.060453, -118.169256 34.061489, -118.169273 34.050737, -118.171037 34.050127, -118.173905 34.051314, -118.175714 34.05015, -118.175623 34.047798, -118.173599 34.045229, -118.173556 34.034363, -118.173889 34.03335, -118.180174 34.033336, -118.18015 34.028323, -118.182489 34.02892, -118.185904 34.028837, -118.186241 34.02731, -118.187422 34.028331, -118.192334 34.028276, -118.192331 34.027955, -118.205488 34.033822, -118.206036 34.034909))"
90064,4,34.03,-118.43,"POLYGON ((-118.46146 34.03328, -118.458037 34.036058, -118.454021 34.032633, -118.450933 34.03447999999999, -118.449826 34.033196, -118.447858 34.034239, -118.449041 34.035612, -118.448079 34.036188, -118.446895 34.034815, -118.443162 34.037048, -118.444348 34.038423, -118.442445 34.039561, -118.44126 34.038187, -118.418333 34.051715, -118.417652 34.053016, -118.4162 34.053176, -118.413718 34.056556, -118.408457 34.051259, -118.406023 34.05266599999999, -118.403644 34.052089, -118.40149 34.051835, -118.402375 34.046615, -118.400641 34.046311, -118.399453 34.044128, -118.398654 34.04032, -118.398597 34.039801, -118.399074 34.039692, -118.398868 34.038118, -118.399618 34.036771, -118.399374 34.036234, -118.400188 34.035055, -118.400642 34.034907, -118.40183 34.032939, -118.402374 34.030946, -118.402401 34.030421, -118.403202 34.029546, -118.409887 34.030226, -118.413739 34.031472, -118.41707 34.031704, -118.418345 34.03064, -118.419957 34.031142, -118.425439 34.028634, -118.424839 34.027875, -118.426325 34.027099, -118.427298 34.025671, -118.42864 34.027367, -118.429918 34.026861, -118.431423 34.026265, -118.43109 34.025843, -118.436618 34.02369, -118.440781 34.021166, -118.444914 34.019945, -118.443945 34.017093, -118.452129 34.027116, -118.453 34.027961, -118.457068 34.029799, -118.457615 34.031657, -118.459175 34.03132799999999, -118.46146 34.03328), (-118.444312 34.03341, -118.440718 34.034213, -118.441883 34.035564, -118.443705 34.034473, -118.444664 34.0339, -118.444312 34.03341))"
90065,2,34.1,-118.22,"POLYGON ((-118.254135 34.11886, -118.251133 34.120947, -118.253306 34.124322, -118.252864 34.124298, -118.235238 34.12672, -118.236019 34.12883, -118.236608 34.132715, -118.236273 34.134498, -118.233605 34.13451, -118.233598 34.1356, -118.227751 34.135601, -118.225648 34.136071, -118.222917 34.135197, -118.224489 34.132867, -118.223764 34.131465, -118.224658 34.13012, -118.222635 34.129922, -118.223888 34.126479, -118.225152 34.126247, -118.226065 34.124512, -118.225693 34.123645, -118.224366 34.124285, -118.223266 34.122719, -118.224297 34.122219, -118.22179 34.120764, -118.218564 34.117901, -118.217322 34.11758, -118.215058 34.115962, -118.211387 34.114456, -118.213287 34.11227, -118.214418 34.108518, -118.211221 34.10808, -118.207835 34.105668, -118.209825 34.107695, -118.208823 34.107661, -118.206722 34.105538, -118.205497 34.105402, -118.204986 34.100941, -118.208402 34.096989, -118.205644 34.099002, -118.204837 34.100267, -118.204857 34.102766, -118.202462 34.102363, -118.200556 34.101324, -118.205752 34.095363, -118.206477 34.096972, -118.211445 34.090835, -118.212724 34.087865, -118.212766 34.086419, -118.219798 34.084471, -118.226154 34.080315, -118.226547 34.081171, -118.227235 34.081218, -118.227606 34.08308299999999, -118.22692 34.082876, -118.227272 34.089689, -118.230692 34.093401, -118.234394 34.094965, -118.236666 34.096694, -118.237345 34.095999, -118.24096 34.101998, -118.242459 34.106247, -118.245187 34.109343, -118.246438 34.111753, -118.24744 34.113062, -118.252363 34.117349, -118.254135 34.11886))"
90066,5,34.0,-118.43,"POLYGON ((-118.455804 34.009636, -118.446906 34.014557, -118.443517 34.016576, -118.443945 34.017093, -118.444914 34.019945, -118.440781 34.021166, -118.436618 34.02369, -118.43109 34.025843, -118.431423 34.026265, -118.429918 34.026861, -118.418235 34.012109, -118.418729 34.01183, -118.418963 34.011244, -118.414869 34.005671, -118.414931 34.004686, -118.412226 34.003406, -118.413516 34.005675, -118.411283 34.002884, -118.415265 33.997922, -118.41878 33.992839, -118.418914 33.991647, -118.417582 33.990594, -118.419121 33.989601, -118.41694 33.987836, -118.415306 33.988892, -118.414571 33.988101, -118.415553 33.986706, -118.411597 33.989757, -118.409401 33.987426, -118.413498 33.985032, -118.411136 33.983007, -118.409762 33.983908, -118.408015 33.982008, -118.409086 33.981247, -118.407941 33.979643, -118.409753 33.979845, -118.415789 33.977272, -118.416312 33.978076, -118.42691 33.973535, -118.428085 33.976749, -118.432009 33.974636, -118.432259 33.975016, -118.423293 33.980704, -118.428762 33.981224, -118.429439 33.982523, -118.434661 33.990001, -118.440272 33.987215, -118.444153 33.991353, -118.441741 33.992558, -118.444236 33.992252, -118.445338 33.994206, -118.444341 33.994632, -118.446258 33.997142, -118.451072 34.003409, -118.455804 34.009636))"
90703,1,33.86,-118.05,"POLYGON ((-118.10816 33.88694, -118.107997 33.887708, -118.106487 33.887603, -118.100573 33.887395, -118.095533 33.887426, -118.095467 33.880314, -118.091086 33.880326, -118.087806 33.880338, -118.087777 33.87675, -118.091038 33.876652, -118.090901 33.861313, -118.089974 33.860225, -118.086483 33.86025, -118.08645 33.856004, -118.082092 33.85604, -118.082111 33.860495, -118.075156 33.856955, -118.072288 33.856969, -118.072241 33.854512, -118.070459 33.853411, -118.068915 33.853423, -118.069007 33.858557, -118.070791 33.85854, -118.070178 33.860339, -118.070384 33.873111, -118.078179 33.873065, -118.079366 33.873624, -118.080065 33.875319, -118.079653 33.876735, -118.074841 33.876769, -118.074895 33.880383, -118.072708 33.880392, -118.072825 33.885833, -118.068447 33.885888, -118.068476 33.887559, -118.064085 33.887165, -118.064094 33.887724, -118.055385 33.887789, -118.037836 33.887996, -118.037829 33.887397, -118.028888 33.882629, -118.028782 33.873322, -118.028581 33.866246, -118.037598 33.866013, -118.037536 33.862369, -118.041884 33.86233199999999, -118.041748 33.858723, -118.046188 33.858768, -118.046082 33.853611, -118.0504 33.853286, -118.05158 33.852492, -118.051621 33.850689, -118.05038 33.8507, -118.050375 33.849917, -118.054723 33.849821, -118.054687 33.846218, -118.058918 33.846121, -118.060671 33.846178, -118.081981 33.846006, -118.082021 33.849641, -118.086371 33.849633, -118.086369 33.845971, -118.098939 33.845875, -118.099211 33.845876, -118.10052 33.84903, -118.103732 33.85868, -118.108316 33.858283, -118.108429 33.865587, -118.108536 33.872715, -118.10691 33.872711, -118.108004 33.87679, -118.108547 33.879843, -118.10816 33.88694))"
90068,3,34.13,-118.33,"POLYGON ((-118.366517 34.136775, -118.363235 34.137144, -118.361173 34.134967, -118.362006 34.136994, -118.359157 34.135071, -118.351758 34.133057, -118.349034 34.130939, -118.348453 34.132885, -118.344213 34.136061, -118.343818 34.138048, -118.34323 34.138214, -118.345665 34.142367, -118.345166 34.142747, -118.342313 34.144811, -118.338804 34.145228, -118.336637 34.146494, -118.331028 34.148318, -118.330067 34.149747, -118.325341 34.153514, -118.32211 34.155727, -118.317677 34.156313, -118.315818 34.154453, -118.312615 34.154477, -118.310878 34.15485, -118.311835 34.153149, -118.309218 34.153863, -118.30869 34.152551, -118.30932 34.150525, -118.307245 34.1488, -118.305115 34.14937, -118.302129 34.149428, -118.302741 34.147639, -118.304417 34.148193, -118.306232 34.147031, -118.308874 34.144453, -118.307149 34.14485, -118.306243 34.143336, -118.305273 34.144321, -118.305515 34.141985, -118.30339 34.141714, -118.305145 34.137971, -118.308456 34.13903, -118.306328 34.137106, -118.305369 34.135516, -118.303949 34.135428, -118.302785 34.134116, -118.301576 34.134021, -118.300852 34.131578, -118.302298 34.130872, -118.304367 34.130872, -118.305802 34.129003, -118.304209 34.128208, -118.306909 34.126108, -118.304009 34.125308, -118.302009 34.123608, -118.304609 34.124808, -118.306309 34.124508, -118.307409 34.123408, -118.308809 34.120108, -118.307909 34.119308, -118.308809 34.116508, -118.307909 34.115008, -118.307109 34.117508, -118.306509 34.116808, -118.307509 34.113408, -118.307256 34.110138, -118.307736 34.107988, -118.309297 34.107687, -118.309282 34.105381, -118.314739 34.105284, -118.314741 34.107365, -118.31578 34.107724, -118.315814 34.105265, -118.325218 34.105197, -118.328171 34.105432, -118.333346 34.105197, -118.333353 34.10642199999999, -118.336415 34.105976, -118.338368 34.104136, -118.342809 34.104119, -118.344158 34.105759, -118.34386 34.104116, -118.34484 34.104012, -118.344838 34.10567, -118.345429 34.107332, -118.346183 34.111308, -118.34553 34.111884, -118.347265 34.112954, -118.347397 34.114903, -118.350144 34.118682, -118.350462 34.120002, -118.352274 34.119819, -118.352041 34.12018, -118.355329 34.12145, -118.356222 34.12228899999999, -118.355113 34.12356, -118.354667 34.122554, -118.353353 34.123561, -118.351305 34.122702, -118.351755 34.125349, -118.359404 34.125729, -118.36041 34.126071, -118.360349 34.127348, -118.360033 34.12751, -118.359686 34.128137, -118.359856 34.12847, -118.360487 34.128561, -118.360602 34.128725, -118.362837 34.129007, -118.36332 34.128236, -118.365299 34.128872, -118.366056 34.128968, -118.364473 34.131998, -118.367879 34.134617, -118.366517 34.136775))"
90069,3,34.09,-118.38,"POLYGON ((-118.396506 34.096182, -118.395412 34.096173, -118.392084 34.099054, -118.392114 34.106261, -118.388396 34.107532, -118.382718 34.106125, -118.38193 34.105048, -118.380111 34.104508, -118.379274 34.103276, -118.377667 34.103564, -118.377115 34.102311, -118.373325 34.101979, -118.370155 34.104094, -118.370071 34.10535, -118.367667 34.103959, -118.367113 34.102632, -118.369041 34.101251, -118.367406 34.100585, -118.366941 34.098837, -118.368642 34.098461, -118.370364 34.096854, -118.369811 34.092255, -118.370295 34.091727, -118.370233 34.087084, -118.369088 34.087101, -118.369075 34.08542, -118.370229 34.085402, -118.370302 34.08368, -118.370302 34.083157, -118.373155 34.083114, -118.37525 34.082011, -118.381213 34.081933, -118.38526 34.080397, -118.389725 34.080759, -118.389755 34.088495, -118.393586 34.089635, -118.394545 34.091065, -118.395844 34.091055, -118.395914 34.095013, -118.396506 34.096182))"
90222,1,33.91,-118.23,"POLYGON ((-118.259653 33.906351, -118.256468 33.906351, -118.256458 33.904472, -118.254208 33.904481, -118.254528 33.905603, -118.254341 33.917321, -118.249896 33.917312, -118.250505 33.919536, -118.246685 33.919353, -118.246195 33.920379, -118.242905 33.920402, -118.239069 33.920854, -118.238968 33.923313, -118.235389 33.923304, -118.236073 33.924628, -118.23377 33.922601, -118.228632 33.92197, -118.228805 33.922685, -118.22444 33.9223, -118.21994 33.922301, -118.219938 33.923026, -118.218639 33.921761, -118.218207 33.920406, -118.21809 33.920429, -118.217644 33.916804, -118.216936 33.912313, -118.215669 33.912452, -118.215523 33.911549, -118.22269 33.910788, -118.221037 33.90336, -118.238077 33.903323, -118.238032 33.902636, -118.240184 33.902639, -118.241698 33.903306, -118.259672 33.902526, -118.259653 33.906351))"
90094,2,33.97,-118.43,"POLYGON ((-118.428085 33.976749, -118.42691 33.973535, -118.416312 33.978076, -118.415789 33.977272, -118.409753 33.979845, -118.407941 33.979643, -118.409086 33.981247, -118.404901 33.983526, -118.402768 33.983981, -118.398461 33.983164, -118.397635 33.982093, -118.39923 33.982796, -118.401614 33.982284, -118.404488 33.977216, -118.409873 33.975805, -118.413593 33.974583, -118.41891 33.972312, -118.422964 33.970072, -118.423882 33.967194, -118.425965 33.96588, -118.42655 33.966385, -118.432009 33.974636, -118.428085 33.976749))"
90230,8,33.99,-118.39,"POLYGON ((-118.417582 33.990594, -118.418914 33.991647, -118.41878 33.992839, -118.415265 33.997922, -118.411283 34.002884, -118.413516 34.005675, -118.412226 34.003406, -118.414931 34.004686, -118.414869 34.005671, -118.418963 34.011244, -118.418729 34.01183, -118.418235 34.012109, -118.41692 34.012887, -118.414464 34.011243, -118.413506 34.009998, -118.414452 34.009468, -118.412957 34.007159, -118.410012 34.005694, -118.406104 34.010336, -118.40277 34.014117, -118.401815 34.013844, -118.398789 34.010672, -118.395112 34.00822, -118.393366 34.008813, -118.392538 34.009779, -118.392792 34.011633, -118.397129 34.016057, -118.396555 34.01677, -118.391727 34.011897, -118.391762 34.009918, -118.39324 34.008136, -118.396145 34.007154, -118.394729 34.007078, -118.393499 34.005572, -118.393421 34.004141, -118.388591 34.013953, -118.388042 34.016669, -118.386565 34.013985, -118.385123 34.014273, -118.381362 34.01338399999999, -118.380838 34.011748, -118.373093 34.011913, -118.373117 34.006263, -118.372722 34.003827, -118.369448 33.998072, -118.374446 33.997681, -118.376961 33.998043, -118.379203 33.996427, -118.378647 33.98899, -118.384505 33.978469, -118.385651 33.978563, -118.386404 33.97709, -118.386735 33.976719, -118.397635 33.982093, -118.398461 33.983164, -118.402768 33.983981, -118.404901 33.983526, -118.409086 33.981247, -118.408015 33.982008, -118.409762 33.983908, -118.411136 33.983007, -118.413498 33.985032, -118.409401 33.987426, -118.411597 33.989757, -118.415553 33.986706, -118.414571 33.988101, -118.415306 33.988892, -118.41694 33.987836, -118.419121 33.989601, -118.417582 33.990594))"
90232,2,34.02,-118.39,"POLYGON ((-118.41692 34.012887, -118.406864 34.018574, -118.3961 34.025077, -118.38834 34.029485, -118.38776 34.029064, -118.384206 34.030214, -118.375919 34.032417, -118.369577 34.03508, -118.371901 34.029929, -118.373643 34.030421, -118.37622 34.028646, -118.3771 34.026228, -118.376697 34.023988, -118.377952 34.02197, -118.381945 34.020965, -118.384937 34.019805, -118.381697 34.017924, -118.37921 34.018742, -118.378458 34.018456, -118.377973 34.018018, -118.372627 34.018471, -118.374079 34.014851, -118.373093 34.011913, -118.380838 34.011748, -118.381362 34.01338399999999, -118.385123 34.014273, -118.386565 34.013985, -118.388042 34.016669, -118.388591 34.013953, -118.393421 34.004141, -118.393499 34.005572, -118.394729 34.007078, -118.396145 34.007154, -118.39324 34.008136, -118.391762 34.009918, -118.391727 34.011897, -118.396555 34.01677, -118.397129 34.016057, -118.392792 34.011633, -118.392538 34.009779, -118.393366 34.008813, -118.395112 34.00822, -118.398789 34.010672, -118.401815 34.013844, -118.40277 34.014117, -118.406104 34.010336, -118.410012 34.005694, -118.412957 34.007159, -118.414452 34.009468, -118.413506 34.009998, -118.414464 34.011243, -118.41692 34.012887))"
